Edad;Experiencia;Ingreso;Familia;credito;educacion;cuenta de ahorros;servicios online;tarjeta de credito
53;29;7,280109889;4;100;3;0;0;0
37;7;9,695359715;4;1800;3;0;1;0
27;3;10,24695077;1;3000;2;0;0;0
55;30;5,291502622;1;1500;2;0;0;0
38;13;11,83215957;4;500;1;0;0;0
49;25;6,557438524;1;1600;2;0;1;1
33;6;7,348469228;2;1670;2;0;1;0
54;28;12,60952021;2;500;1;0;1;0
59;33;10,63014581;2;2000;1;0;1;0
34;8;3,741657387;4;300;1;1;0;0
58;32;8,602325267;2;2300;3;1;0;1
34;9;10,04987562;3;600;2;0;0;0
54;29;3,464101615;2;200;3;0;1;0
50;25;8,888194417;1;2900;1;0;0;1
61;35;5,916079783;2;200;3;0;1;0
66;41;3,31662479;3;100;3;0;0;1
42;18;11,61895004;2;3300;1;0;1;1
58;33;9;2;0;3;1;1;0
46;21;6,32455532;1;300;1;1;0;0
47;23;3,464101615;4;200;1;0;0;1
42;18;7,874007874;3;2100;3;0;1;0
24;-1;6,244997998;2;1700;2;0;0;0
39;15;5;1;1400;3;0;0;0
62;36;10,72380529;2;2800;1;0;1;1
51;26;8,366600265;1;1200;1;0;0;0
58;32;7,416198487;4;2500;1;0;1;0
36;11;9,486832981;1;2800;1;0;1;0
62;38;8,831760866;2;0;3;0;1;0
28;3;7,280109889;2;1600;3;0;0;0
49;23;5;1;1400;3;0;1;0
35;10;8,485281374;3;2300;1;1;0;0
45;19;28992372,38;1;2400;1;0;0;0
45;21;6,164414003;3;600;2;0;1;0
27;3;8,306623863;3;700;2;0;1;1
38;12;9,433981132;4;1400;2;1;0;0
43;13;5,744562647;1;750;3;0;0;0
65;39;4,242640687;2;400;1;0;1;1
37;13;8,660254038;3;2600;2;0;0;0
28;3;9,219544457;1;800;2;0;1;1
60;36;5,656854249;3;400;2;0;1;0
27;0;6,32455532;4;1000;3;0;1;0
34;10;6,557438524;1;1700;1;0;0;1
31;5;7,348469228;4;2200;2;0;0;0
64;38;8,888194417;2;2800;1;0;0;0
43;19;9,110433579;4;2000;3;0;1;0
46;22;7,211102551;2;2100;3;0;0;0
45;19;9,219544457;3;2100;1;0;1;1
55;31;7,874007874;4;1500;1;1;1;0
48;24;8,426149773;2;1700;1;0;0;1
42;17;5,291502622;1;600;3;0;0;1
43;16;8,831760866;3;2670;2;0;1;1
51;25;12,16552506;1;1000;1;0;0;0
53;29;4,898979486;4;200;1;0;1;1
42;18;10,95445115;2;7500;1;0;0;0
50;23;4,795831523;2;1000;2;0;0;0
61;35;10,48808848;3;4400;1;0;1;0
50;24;12,32882801;1;7300;1;0;1;0
28;4;6,557438524;3;100;2;0;1;0
51;27;9,591663047;4;3000;1;0;1;1
26;1;7,416198487;4;1700;2;1;1;0
59;33;11,91637529;2;2700;1;0;0;0
39;15;10,44030651;1;1700;1;0;1;0
56;32;13,15294644;1;4600;2;0;1;0
52;28;7,416198487;1;1600;2;0;0;0
31;5;8,831760866;2;200;1;1;0;1
46;20;10,67707825;1;0;1;0;1;1
36;6;4,582575695;1;670;3;0;1;0
53;27;8,660254038;1;1900;2;0;1;0
44;20;8,306623863;1;800;3;0;1;1
64;40;7,937253933;4;1200;2;0;1;0
61;36;9,219544457;3;1800;2;0;0;0
42;17;9,486832981;1;100;2;0;0;1
62;38;8,94427191;4;1700;2;0;0;0
61;35;7,810249676;1;1600;1;0;0;0
28;3;8,831760866;4;200;1;1;1;1
35;11;4,898979486;1;500;3;0;1;1
59;33;6,164414003;3;2200;3;0;1;1
51;25;5,477225575;3;600;2;1;0;1
64;34;7,280109889;4;1670;3;0;0;1
35;9;7,416198487;1;2000;1;0;1;0
34;8;30302353,39;2;2,22E+17;1;0;1;1
31;7;6,557438524;1;2100;3;0;0;1
44;20;3,872983346;1;1000;1;0;1;0
557.545.585.195.639;29;11,44552314;2;2700;1;0;0;0
34;10;6,480740698;1;1500;2;0;0;0
40;16;9,110433579;4;200;3;0;0;0
48;22;9,110433579;2;400;3;0;1;0
26;0;11,35781669;3;700;2;0;0;0
58;33;3,872983346;4;900;2;0;0;0
27;2;10,04987562;1;1900;1;0;0;0
52;27;9,643650761;4;4100;2;0;0;1
26;1;4,242640687;2;900;3;0;0;0
54;29;7,615773106;4;1300;3;0;0;0
29;4;8,94427191;1;800;2;0;1;1
46;22;8,426149773;2;1700;1;1;1;1
54;30;10,58300524;2;6800;1;0;1;0
47;22;5;1;100;1;0;1;0
60;36;7,348469228;4;2300;3;0;0;0
31;4;5,385164807;4;1500;2;0;1;1
62;37;4,582575695;4;400;2;0;1;1
24;-2;10,86278049;2;7200;1;0;1;0
45;20;6,164414003;4;1900;3;0;1;1
48;22;6,480740698;3;600;2;0;1;0
50;24;10,14889157;1;300;1;0;1;0
60;34;11,78982612;4;400;1;0;1;0
55;31;7,071067812;4;1500;1;0;1;0
51;26;9,486832981;1;2800;2;0;1;1
31;6;6,633249581;4;800;1;0;0;0
63;33;6,403124237;4;1670;3;0;1;0
30;5;6,32455532;4;2000;2;0;1;0
43;18;5,385164807;1;500;3;0;1;0
60;34;7,745966692;1;2500;3;0;0;0
56;31;6,244997998;4;900;1;0;0;0
59;29;7,810249676;3;2000;3;0;1;0
412.950.917.596.387;15;4,898979486;2;800;3;0;1;0
49;25;2,828427125;1;300;1;0;0;0
33;7;7,141428429;4;2100;3;0;0;1
531.066.846.622.905;28;5,567764363;2;400;3;0;0;0
32;8;7,615773106;3;2000;1;0;1;0
44;20;8,888194417;4;2000;3;0;1;1
43;16;14,17744688;1;10000;2;0;0;1
26;2;13,96424004;1;6330;1;0;0;0
38;14;7,615773106;4;2000;3;0;0;0
33;8;13,22875656;2;6700;1;0;1;0
54;28;8,94427191;4;2600;3;0;0;0
54;30;11,53256259;1;5000;2;0;0;1
33;7;9,591663047;3;1600;1;0;0;0
53;28;7,416198487;4;900;1;0;1;1
63;39;8,485281374;3;2000;3;0;1;0
57;31;10,95445115;2;2000;1;0;0;1
49;25;7,280109889;2;1000;3;0;0;0
43;17;9,055385138;3;100;1;0;1;0
58;32;6,164414003;1;2200;3;0;0;0
41;17;10,67707825;2;1800;2;0;1;0
37;11;5,916079783;2;800;3;0;0;0
43;19;10,63014581;1;1700;1;0;0;0
31;7;13,03840481;1;6000;1;0;1;0
35;9;6,708203932;3;900;1;0;0;0
53;29;7,937253933;2;1000;3;0;1;0
27;3;10,48808848;2;200;1;0;0;1
61;35;6,32455532;1;800;2;1;1;0
40;15;4,582575695;2;0;3;0;1;0
34;9;4,472135955;4;1100;3;0;1;0
40;14;8,602325267;4;1400;2;0;1;0
43;19;4,472135955;3;500;1;0;0;0
50;24;7,874007874;1;1400;3;0;0;0
36;11;12,80624847;2;7800;1;0;1;1
59;33;8;3;300;2;1;0;0
35;10;4,795831523;4;1100;3;0;0;1
60;34;9,110433579;2;1400;1;0;1;0
51;26;8,485281374;1;2900;1;0;0;0
50;24;31504666,61;1;1700;1;0;1;1
66;41;6,164414003;1;1100;3;0;0;1
30;6;5,385164807;3;1000;2;0;0;0
50;24;6,633249581;4;1800;1;0;1;1
49;24;6,480740698;2;700;2;1;1;0
45;15;4,472135955;1;750;3;0;1;0
61;36;5;2;500;2;0;1;1
53;26;3,741657387;2;1000;2;1;0;0
54;28;8,888194417;4;2600;3;0;0;0
24;0;6,633249581;4;1600;1;0;1;0
42;18;8,426149773;3;2330;1;0;1;0
42;18;6,244997998;3;2100;3;0;0;0
28;2;4,358898944;4;400;1;1;1;1
56;32;7,615773106;1;1800;3;0;1;0
44;18;4,242640687;2;100;3;0;1;0
55;30;7,416198487;4;900;1;0;1;1
37;12;11,18033989;2;3900;1;0;1;1
34;9;5,567764363;4;1100;3;0;1;1
47;22;6,633249581;1;1400;3;1;1;1
41;17;6,92820323;2;600;3;0;0;1
34;10;7,810249676;3;2000;1;0;0;1
57;32;11,61895004;3;4800;2;0;1;0
44;20;4,472135955;1;1400;3;0;0;0
63;37;6,403124237;1;500;3;0;0;1
66;40;6,480740698;2;700;3;0;0;1
63;38;12,60952021;4;4,86E+17;2;0;0;0
36;10;5,916079783;2;300;1;0;1;0
61;36;7,071067812;4;1700;1;0;1;0
55;29;5,916079783;3;1400;1;0;0;0
59;35;7,280109889;4;2300;3;1;1;0
35;9;10;1;2700;2;0;0;0
61;37;6,708203932;1;800;1;0;0;0
38;13;8,062257748;3;700;2;0;1;0
33;7;9;2;4500;3;0;1;1
57;31;9,055385138;2;2000;1;0;0;1
63;37;12,04159458;2;6900;1;0;1;0
37;12;12,64911064;2;3300;1;0;0;0
63;39;7;1;800;1;0;1;0
32;7;10,39230485;1;4600;1;1;0;0
49;23;10,72380529;3;4600;3;0;0;0
31;7;10,63014581;2;2000;2;0;0;0
33;9;11,78982612;1;4300;1;0;0;0
40;16;7,071067812;2;600;3;0;0;0
62;36;9,110433579;4;2400;3;0;0;0
57;32;6,633249581;3;500;2;0;1;0
54;28;12,4498996;1;1000;1;0;1;1
64;39;9,219544457;4;3400;2;0;1;0
60;36;11,35781669;2;6000;1;0;0;0
32;6;7,348469228;4;1800;3;1;0;0
33;9;11,44552314;3;2200;3;0;0;0
36;12;10,44030651;3;500;3;0;1;0
37;11;3,31662479;3;100;2;0;0;0
47;21;7,211102551;1;1200;2;0;0;0
66;42;5,916079783;1;1900;2;0;1;0
39;15;11;1;3500;1;0;1;0
52;28;12,76714533;2;400;1;0;1;0
43;18;7,071067812;4;1900;3;0;0;0
34;7;7,211102551;2;1000;2;1;1;0
41;15;13,60147051;1;3600;2;0;0;0
43;17;10,53565375;4;5400;3;0;1;0
37;13;9,433981132;2;1700;2;0;1;0
23;-1;3,464101615;4;1000;1;0;1;0
52;28;7,874007874;1;1800;3;0;1;0
40;16;5,385164807;1;2000;2;0;1;0
43;18;9,433981132;3;500;3;0;0;1
25;1;10,63014581;2;200;1;0;1;1
54;28;7,211102551;4;2500;1;0;1;0
47;23;5,291502622;4;600;1;0;1;0
34;8;9,055385138;1;2700;2;0;1;0
59;35;8,366600265;4;2300;3;0;0;0
57;32;6,633249581;2;1600;3;0;0;0
31;1;7,745966692;4;4000;3;0;0;0
45;18;9;3;2670;2;0;1;1
38;12;7,615773106;2;2800;1;0;1;0
37;13;9,433981132;2;1700;2;0;0;1
34;9;11,53256259;1;3800;1;0;1;0
57;33;12,20655562;1;4700;1;0;0;0
31;5;23920097,38;4;1800;2;0;1;0
32;6;10,95445115;4;5400;1;0;1;1
49;24;6,244997998;3;1700;2;0;1;0
39;13;8,426149773;3;100;1;0;1;0
62;37;6,480740698;3;1500;1;1;1;0
37;11;5,656854249;2;1400;3;1;1;0
54;29;10,53565375;1;100;3;0;0;1
44;17;5,385164807;3;1000;2;0;1;1
31;7;3,31662479;1;500;3;0;1;1
56;32;12,68857754;1;5800;3;0;0;0
57;31;6,403124237;1;1400;1;0;1;0
32;8;8,062257748;1;1200;1;0;1;0
28;2;8,366600265;3;300;3;0;0;1
44;20;8,660254038;4;1900;1;0;0;0
39;14;4,582575695;1;600;3;0;0;0
27;3;9,486832981;3;800;1;0;1;0
47;22;5,744562647;1;1400;3;0;1;0
60;36;7,071067812;1;1800;3;0;1;0
38;12;7,211102551;1;2000;1;0;0;0
42;18;7;3;2100;3;0;1;0
45;21;6,633249581;3;600;2;0;1;0
31;7;8,426149773;1;1,50E+17;1;0;0;0
58;32;7,348469228;3;300;2;0;1;1
38;14;8,602325267;1;3600;2;0;1;1
63;37;11,87434209;2;6900;1;0;1;1
32;7;11,5758369;2;3100;1;1;0;0
49;23;8,426149773;1;1400;3;1;0;0
34;8;13,56465997;3;7500;1;0;0;0
62;37;3,16227766;3;500;1;0;1;0
35;9;13,7113092;2;3700;2;0;1;0
39;13;7,681145748;3;947,6241255;3;0;0;0
51;27;4,69041576;4;500;2;0;1;1
41;16;4,358898944;2;300;2;0;0;0
41;16;4,242640687;1;600;3;0;0;1
49;23;21861454,53;1;1200;2;1;1;1
52;27;5,477225575;2;700;2;0;1;1
62;37;11,3137085;1;2500;1;1;0;0
47;23;11,74734012;2;3300;1;0;1;1
30;6;13,89244399;3;6300;3;0;1;0
528.684.032.333.417;25;9,539392014;1;800;3;0;0;0
337.270.489.567.192;8;6,633249581;4;200;1;0;0;0
57;27;8,544003745;1;3000;3;1;0;0
49;23;4,795831523;4;600;3;0;0;0
31;5;9,16515139;1;2900;3;0;0;1
54;30;13,92838828;3;6000;3;0;1;1
51;27;3,464101615;2;200;1;0;0;0
39;13;8,306623863;3;900;2;0;0;0
58;33;4,242640687;3;100;2;0;1;1
57;31;22051039,94;3;600;1;0;1;0
63;37;9,486832981;4;1900;2;0;1;0
36;10;4,582575695;3;100;2;0;0;0
43;18;7,745966692;2;2200;3;0;0;1
51;25;8,426149773;1;1400;3;0;0;0
46;20;8,602325267;4;2600;3;0;1;0
25;1;8,602325267;4;2600;1;0;0;0
36;12;9,38083152;2;2700;1;0;1;0
35;10;10,86278049;2;7800;1;0;0;0
41;17;5,291502622;1;700;1;0;0;1
53;27;5,567764363;2;400;3;0;0;1
51;26;3,31662479;2;0;1;0;0;0
59;35;9,219544457;1;3400;3;0;0;1
38;12;13,37908816;2;0;1;0;0;0
34;10;9,486832981;2;2700;1;0;1;0
29;3;8,062257748;4;1800;2;0;0;0
35;11;13,41640786;1;3600;3;0;1;1
57;33;7;4;1500;1;0;1;1
48;24;5;4;500;2;0;0;0
54;24;7,810249676;4;2000;3;0;1;0
44;20;13,07669683;4;700;1;1;1;1
53;29;9,110433579;4;1000;2;0;1;0
25;1;19122661,87;4;1000;1;0;0;1
31;5;10038300,79;1;300;1;0;1;1
601.624.697.718.379;36;7,810249676;2;2800;1;0;0;0
63;39;7,615773106;1;0;2;0;1;0
26;2;6,32455532;1;1000;3;0;1;0
29;3;12,40967365;2;2000;1;1;0;0
60;33;12,40967365;1;3000;2;1;1;0
28;3;7,211102551;4;2200;1;1;1;0
63;39;9,16515139;1;1800;3;0;0;0
63;37;3,31662479;1;800;2;0;0;1
50;24;13,96424004;1;1700;1;0;0;0
32;8;11,3137085;2;4330;1;0;1;1
61;36;10,39230485;4;3400;2;0;1;0
26;0;11,48912529;3;6500;3;0;0;1
50;26;6,480740698;2;1000;3;0;1;0
37;12;6,480740698;3;700;2;0;1;1
53;28;13,52774926;3;8200;3;0;1;1
49;23;11,83215957;1;1900;3;0;0;1
36;12;11,09053651;2;5600;2;0;1;1
57;32;3,872983346;2;200;3;0;0;1
28;2;5,744562647;3;1000;1;0;1;0
42;18;12,56980509;2;400;2;0;0;1
43;18;9554468,972;3;1200;1;0;1;0
40;16;9,110433579;4;2670;1;0;1;1
58;32;24375245,51;3;2200;3;0;1;0
46;21;6,164414003;1;2400;1;0;1;0
26;2;10,90871211;2;600;1;0;1;1
54;30;6,708203932;4;900;2;0;0;1
26;2;4,472135955;4;1000;1;0;0;0
54;28;9,695359715;2;1100;1;0;0;0
47;21;6,244997998;3;600;2;0;1;1
50;25;3,741657387;2;700;3;0;1;0
61;36;4,582575695;4;400;2;0;0;0
60;34;8;2;1700;3;0;0;1
32;8;7,745966692;1;1200;1;0;1;1
49;24;3,605551275;2;0;1;0;1;0
44;19;9,949874371;3;3500;3;0;0;0
29;3;7,071067812;3;1100;2;0;0;1
56;31;6,92820323;2;2100;3;0;0;1
43;19;14,17744688;2;6670;1;1;1;0
28;2;7,280109889;3;2400;2;0;1;0
58;33;4,898979486;2;500;2;0;1;0
57;31;5,656854249;3;1400;1;0;1;1
37;12;5,291502622;4;1700;1;0;1;0
34;8;7,211102551;4;200;1;1;1;0
58;34;12,32882801;4;3600;3;0;0;0
35;9;10,14889157;2;4500;3;0;1;0
32;6;24005973,07;3;1000;1;0;0;0
51;27;4,795831523;1;200;1;0;1;0
62;37;6,244997998;2;2800;1;0;1;1
61;37;6,244997998;4;400;1;0;1;1
36;12;9,591663047;2;0;1;0;0;0
60;34;12,32882801;2;6900;1;0;0;0
51;27;7,280109889;1;1600;2;0;1;0
63;37;13,82027496;2;4300;3;1;0;0
45;18;6,480740698;3;2500;2;0;0;0
64;39;9,055385138;4;3400;2;0;1;0
52;26;5,567764363;4;1800;1;0;1;1
26;1;9,219544457;1;1900;1;0;1;0
33;7;6,92820323;4;2200;2;0;1;0
43;19;8,366600265;3;2330;1;0;0;0
52;26;7,874007874;4;2800;2;1;1;0
64;38;10,72380529;1;2000;1;0;1;1
63;38;11,74734012;1;2500;1;0;1;0
34;9;8,426149773;4;700;3;0;1;0
63;37;6,708203932;2;1000;3;0;1;1
27;2;6,92820323;2;1600;3;0;1;0
62;37;7,810249676;4;1700;1;0;0;0
48;21;8,831760866;3;2000;2;0;1;1
53;27;8,062257748;1;2200;3;0;1;1
40;14;5,291502622;4;1500;3;0;0;1
54;28;6,92820323;4;2800;2;0;1;0
32;7;7,348469228;4;1300;1;0;1;0
42;16;7,874007874;1;700;3;0;1;1
45;20;7,810249676;3;2700;2;0;0;1
55;30;8,544003745;4;3800;2;0;1;0
60;36;6,164414003;4;1300;1;0;1;0
62;32;5,744562647;1;1500;3;0;1;1
56;30;7,071067812;4;2800;2;0;1;0
64;40;4,242640687;2;300;3;0;1;1
31;7;4,242640687;1;400;3;0;0;0
30;6;11,78982612;1;4300;1;0;1;0
40;16;4,358898944;4;400;2;0;1;1
47;22;9;4;3600;3;0;1;1
26;0;6,633249581;4;1300;3;0;0;0
28;4;11,35781669;1;1500;1;0;0;1
51;25;8,366600265;1;800;3;0;1;0
29;3;9,539392014;1;3400;3;0;0;0
42;18;9,38083152;4;2,29E+17;1;0;1;1
47;22;10,67707825;1;600;1;0;1;1
44;18;8,246211251;4;2900;1;0;0;0
47;23;11,40175425;2;1400;1;0;0;0
37;11;6,480740698;3;500;3;0;1;1
55;31;5;2;200;1;0;0;0
64;39;4,795831523;3;500;1;0;0;0
34;10;10,48808848;1;4000;1;1;1;0
31;6;8;2;2500;1;0;1;0
40;15;4,69041576;2;1400;2;1;1;1
27;1;6,403124237;1;1900;3;0;0;1
63;39;5,656854249;1;1900;2;0;0;0
417.036.711.048.247;16;9,219544457;1;4000;3;0;1;1
51;25;5,744562647;3;900;3;0;1;1
29;3;5,567764363;4;300;2;0;1;0
29;5;6,633249581;3;100;2;0;1;1
47;22;11,13552873;4;5000;3;0;0;0
62;36;10,14889157;2;2800;1;0;1;0
55;31;9,539392014;2;2800;1;0;1;0
54;29;9,899494937;1;100;3;0;0;0
31;7;3,872983346;3;900;3;0;1;0
26;0;12,80624847;2;4000;3;0;1;0
28;2;13,49073756;3;7200;2;0;1;1
62;36;7,937253933;1;2500;3;0;0;0
29;5;5,744562647;1;1800;2;0;1;0
39;14;4,242640687;4;200;3;1;0;0
31;5;5,656854249;2;300;2;0;1;0
53;23;8,94427191;1;3000;3;0;1;1
46;22;10,86278049;2;7500;1;0;1;1
56;31;5,916079783;3;100;2;0;0;0
56;30;5,567764363;4;1500;3;0;1;0
30;6;5,477225575;1;400;3;0;1;1
59;35;3,741657387;2;1000;1;0;1;0
37;13;8,485281374;4;2000;3;1;0;0
61;35;7,745966692;1;2800;2;0;1;1
34;8;6,403124237;4;800;1;0;0;0
28;3;25623060,04;4;3100;2;0;0;0
24;0;10,90871211;1;1500;1;0;1;0
26;1;4,898979486;2;900;3;0;0;1
56;26;8,366600265;3;1400;3;0;1;1
53;28;9,219544457;1;1300;3;0;1;0
25;-1;4,582575695;4;400;1;0;1;0
60;34;10,04987562;3;4400;1;0;1;1
64;39;2,828427125;3;100;3;0;0;1
43;18;7,280109889;3;800;3;0;0;0
47;20;9;1;2670;2;0;1;0
65;40;11,95826074;4;6600;2;0;1;0
59;34;4,242640687;3;1300;2;0;1;1
29;5;10,58300524;2;2000;2;0;0;0
49;23;11,18033989;1;2400;1;0;0;1
35;9;13,37908816;2;0;1;0;1;0
52;28;6,633249581;3;1900;2;0;0;1
63;37;13,60147051;2;7900;2;1;1;0
61;37;4,472135955;3;400;2;0;0;0
43;13;24746034,53;3;2000;3;0;1;0
47;21;11,48912529;1;300;1;0;1;0
39;12;11,74734012;1;4670;2;0;1;0
31;7;3,16227766;1;500;3;0;1;0
51;25;10,63014581;2;6300;1;0;0;0
39;14;6,32455532;1;2500;3;0;1;0
56;32;11,04536102;2;300;1;0;1;1
51;27;7,211102551;2;1000;3;0;0;0
41;15;8,306623863;1;1500;3;1;1;0
35;11;6,32455532;1;2400;2;0;1;0
49;24;8,366600265;1;2900;1;0;0;0
52;25;6,403124237;3;1000;2;0;1;0
45;21;9,219544457;2;3200;1;0;1;0
25;0;8,062257748;4;200;1;0;0;0
59;34;4,582575695;2;500;2;0;1;0
28;2;6,557438524;4;1300;3;0;1;1
27;3;10,58300524;3;2500;1;0;1;0
33;8;12,4498996;1;7400;3;1;0;0
57;31;6,244997998;4;700;2;0;1;0
54;28;7,810249676;3;3000;2;0;1;1
30;4;8,544003745;3;3300;1;0;1;1
50;24;10,58300524;1;300;1;0;0;0
59;35;7,745966692;1;0;2;0;1;1
59;35;3,31662479;2;1000;1;0;0;1
43;19;5,916079783;1;300;3;0;1;0
26;1;8,94427191;1;800;2;0;0;0
56;30;8;3;300;2;0;0;1
44;20;9,219544457;2;3200;1;1;1;0
55;31;3,464101615;2;200;1;0;1;1
29;5;5,291502622;1;200;3;0;1;0
41;14;20252324,56;3;1000;2;0;0;0
35;11;12,16552506;1;5800;3;0;1;0
62;37;12,72792206;1;1300;1;0;1;0
57;32;9,16515139;4;1300;3;0;0;1
63;39;10,04987562;2;3900;3;0;1;0
32;8;4,69041576;4;700;2;1;1;1
43;19;8,602325267;4;1900;1;0;0;1
60;34;10,48808848;2;2000;1;0;1;0
52;28;5;4;1000;1;0;0;0
39;9;5,385164807;3;2000;3;0;0;0
32;8;2,828427125;4;700;2;0;1;0
36;6;8,831760866;4;1800;3;0;0;0
302.717.525.642.154;3;4,472135955;1;670;3;0;0;0
39;13;6,403124237;2;300;1;0;1;1
40;16;12,40967365;2;6100;1;0;1;0
52;22;7,416198487;3;1400;3;0;1;0
35;9;9,110433579;2;4500;3;0;1;0
37;11;9,055385138;3;900;2;0;1;1
57;31;6,32455532;3;1400;3;0;1;1
35;9;9,16515139;4;2200;2;0;1;0
35;9;6,32455532;3;900;1;0;1;0
40;16;9,899494937;2;2,21E+17;2;0;1;0
43;18;10,14889157;3;1000;1;0;1;1
55;29;7,810249676;4;2800;2;0;1;1
47;23;9,695359715;1;4700;1;0;1;1
54;29;5,916079783;1;1500;2;0;1;0
33;8;7,874007874;3;2300;1;0;0;1
38;11;8,660254038;3;2330;2;0;1;0
41;16;10,19803903;1;1000;3;0;1;0
46;20;12,56980509;1;2400;1;0;1;1
29;3;9,591663047;2;1300;1;0;1;0
38;8;8,426149773;4;1800;3;0;1;0
39;13;7,615773106;3;2100;1;0;1;0
62;38;13,96424004;4;5200;3;0;1;1
33;9;13,52774926;2;8800;3;0;1;0
56;26;21857610,06;3;1400;3;0;0;0
43;19;9,16515139;4;200;3;0;1;0
35;9;8007961,731;1;2000;1;0;1;1
44;14;4,358898944;1;750;3;0;0;1
55;31;8,544003745;3;2670;1;0;1;0
43;19;8,544003745;3;2330;1;0;1;1
56;32;5,567764363;4;1300;1;0;0;0
37;13;9,110433579;2;1700;2;1;0;1
49;23;7,745966692;3;700;2;1;1;1
64;40;11,44552314;1;3800;1;0;0;0
36;12;12,24744871;4;5400;1;0;1;0
55;31;8,306623863;1;2700;2;0;0;1
52;28;6,164414003;4;900;2;0;1;1
64;38;5,916079783;1;500;3;0;1;0
56;30;6,92820323;1;2200;3;0;1;1
64;39;4,69041576;3;500;1;0;1;1
48;23;10,67707825;2;3800;3;0;0;0
43;19;5,656854249;3;600;2;0;0;0
48;22;9,695359715;4;2600;3;0;1;0
52;28;12,20655562;2;6800;1;0;1;0
61;35;5;1;800;2;0;1;0
58;33;4,69041576;3;200;1;1;1;0
35;8;7,416198487;2;1670;2;0;1;0
62;37;9,591663047;3;500;1;0;1;0
54;29;11,35781669;4;4200;3;0;0;0
61;36;5,916079783;3;1300;2;0;0;1
53;26;5;2;1000;2;0;1;1
56;30;8;3;2500;1;0;0;0
61;35;8,94427191;2;2800;1;0;1;0
45;19;6,708203932;1;200;1;1;1;0
58;34;6,403124237;3;1500;1;0;1;1
44;20;8,426149773;4;2000;3;0;0;1
55;31;3,605551275;4;700;1;0;1;0
58;33;6,557438524;2;1600;3;0;1;0
29;3;9;1;2900;3;0;0;0
48;22;7,681145748;1;1400;3;0;1;0
34;9;11,09053651;1;1600;2;0;1;0
27;0;5,291502622;4;1500;2;0;1;0
61;37;4,69041576;1;1200;3;0;1;0
43;19;11,09053651;3;1300;1;0;1;0
23;-2;8,660254038;2;1800;2;0;1;1
27;1;9,949874371;1;3000;3;0;0;1
27;3;9,38083152;3;800;1;0;0;0
35;10;11,95826074;1;8600;1;0;1;1
54;28;9,591663047;2;1100;1;1;1;0
49;25;12,76714533;2;400;1;0;0;0
35;5;9,643650761;4;1800;3;0;0;1
35;11;8,660254038;4;2000;3;0;0;0
44;17;8,306623863;3;2670;2;0;0;0
37;11;9,433981132;1;1500;3;0;1;0
43;19;7,745966692;2;2500;1;1;0;0
49;25;4,69041576;4;200;1;0;1;0
53;23;4,472135955;4;400;3;0;1;1
29;3;5,385164807;3;1000;1;0;1;1
31;6;9,591663047;2;3300;1;0;0;0
50;25;12,64911064;4;4300;3;0;0;0
45;21;7,937253933;1;800;3;0;1;1
30;6;8,94427191;3;1500;1;0;1;0
41;16;4,582575695;2;100;2;0;0;0
37;12;13,37908816;1;8600;1;0;1;0
35;9;9,055385138;3;900;2;0;1;0
40;16;9,219544457;4;200;3;0;1;1
35;10;6,164414003;4;1700;1;0;1;1
46;21;13,89244399;2;8100;3;0;0;0
36;10;6,708203932;4;200;1;0;0;1
54;29;7,874007874;4;700;1;0;0;1
36;11;6,32455532;2;1100;2;0;0;0
62;38;11,13552873;1;3800;1;0;1;0
39;15;25312397,3;1;800;2;0;1;0
43;18;7,937253933;3;800;3;0;0;0
62;38;13,19090596;1;4700;1;0;1;1
55;25;6,480740698;3;1000;3;0;1;0
31;5;9,643650761;2;3100;2;0;1;0
29;5;11,04536102;4;3000;1;0;0;1
24;-1;5,916079783;2;1700;2;0;0;0
52;26;7,348469228;2;1500;2;0;0;1
52;28;10,04987562;2;300;1;1;0;0
51;26;5,291502622;1;1300;2;0;1;0
36;10;8,544003745;2;2800;1;0;1;1
43;19;12,32882801;3;6100;2;0;0;0
40;15;13,15294644;4;6600;1;0;1;1
33;9;7,280109889;1;2100;3;0;0;0
53;29;6,244997998;3;1500;1;0;1;0
48;22;8,062257748;2;1500;2;0;1;0
26;2;11,61895004;1;1500;1;0;0;0
46;20;11,44552314;1;5700;1;0;0;1
50;25;5,830951895;1;1300;2;0;1;0
43;17;7,416198487;1;200;1;0;1;0
44;19;5,830951895;4;0;2;0;0;0
37;11;4,358898944;3;200;2;0;1;0
33;7;5,385164807;1;600;3;0;0;0
30;6;13,56465997;1;6000;1;0;1;0
57;27;9,486832981;2;4500;3;0;1;0
57;33;8,888194417;1;2700;2;0;1;1
46;20;11,5758369;1;5700;1;0;1;0
62;37;7,615773106;4;1700;1;0;1;0
34;9;6,403124237;1;2500;3;0;0;0
53;27;11,04536102;1;2400;1;0;0;0
48;24;5,385164807;1;1000;1;0;0;0
47;21;9,643650761;2;800;3;0;0;0
62;36;9;3;4400;1;0;0;1
43;17;5,656854249;3;500;2;0;1;0
37;12;13,78404875;2;3000;1;0;1;0
57;27;7,874007874;3;2000;3;0;1;0
26;2;6,92820323;3;700;2;0;1;0
53;27;5,567764363;3;900;3;1;1;0
42;17;3;2;0;3;0;0;0
26;1;6,244997998;4;600;2;0;0;1
30;4;4,242640687;4;300;2;0;1;0
55;29;8,888194417;3;800;1;0;1;1
